"","year","ccode","worldbank","country","iso2c","un","scode","wbregion","iso3c","polity","polity2","democ","autoc","unreg","physint","speech","new_empinx","wecon","wopol","wosoc","elecsd","gdp.pc.wdi","gdp.pc.un","pop.wdi","amnesty","statedept","milper","cinc","bdeadbest","INGO_uia","domestic9","rt_code","nyt","amnesty.uas","region","muslim","nyt.lagged"
"2294",1995,369,"UKR","Ukraine","UA",804,"UKR","Eastern Europe","UKR",7,7,7,0,150,4,1,6,1,2,1,0,935.968091526307,950.299189003402,51512299,2,2,476,0.0163135,0,421,562,"UKR",0,8,"EECA",0,0
"2295",1995,370,"BLR","Belarus","BY",112,"BLR","Eastern Europe","BLR",0,0,3,3,150,5,1,5,2,1,1,0,1370.67270975184,1358.72468462831,10194000,2,2,75,0.0025056,0,222,0,"BLR",0,4,"EECA",0,0
"2296",1995,371,"ARM","Armenia","AM",51,"ARM","Western Asia","ARM",3,3,4,1,142,5,1,3,1,2,1,0,455.550276086151,399.182831348929,3223173,2,2,60,0.0007545,0,136,0,"ARM",0,0,"EECA",0,0
"2297",1995,372,"GEO","Georgia","GE",268,"GRG","Western Asia","GEO",5,5,6,1,142,3,1,11,1,2,1,2,569.018136421926,533.064288028916,4734000,3,3,5,0.0004549,0,192,2500,"GEO",0,4,"EECA",11,0
"2298",1995,373,"AZE","Azerbaijan","AZ",31,"AZE","Western Asia","AZE",-6,-6,0,6,142,4,0,5,1,2,1,0,397.198116117247,396.146625739769,7685000,2,4,78,0.0012396,50,92,4062,"AZE",0,0,"EECA",93.4000015258789,0
"2299",1995,375,"FIN","Finland","FI",246,"FIN","Northern Europe","FIN",10,10,10,0,150,8,2,14,3,3,3,2,26273.4659031066,25606.4843928336,5107790,NA,1,32,0.0022275,0,2331,0,"FIN",0,0,"West",0,0
"2300",1995,380,"SWE","Sweden","SE",752,"SWD","Northern Europe","SWE",10,10,10,0,150,8,2,13,2,3,3,2,29914.331746409,28740.1265586104,8826939,NA,1,70,0.0043394,0,2609,0,"SWE",0,0,"West",0,0
"2301",1995,385,"NOR","Norway","NO",578,"NOR","Northern Europe","NOR",10,10,10,0,150,8,2,14,2,3,2,2,34162.3213604561,34157.8221944169,4359184,NA,1,38,0.0019363,0,2306,0,"NOR",0,0,"West",0,0
"2302",1995,390,"DNK","Denmark","DK",208,"DEN","Northern Europe","DNK",10,10,10,0,150,8,2,14,2,3,3,2,35351.3807065346,34779.1390452273,5233373,1,1,27,0.0017194,0,2549,0,"DNK",0,0,"West",1.5,0
"2303",1995,402,"CPV","Cape Verde","CV",132,"CAP","Western Africa","CPV",8,8,8,0,2,NA,NA,NA,NA,NA,NA,NA,1219.46693685271,1396.70684000133,399477,NA,1,1,1.95e-05,0,98,0,"CPV",0,0,"Africa",NA,0
"2304",1995,404,"GNB","Guinea-Bissau","GW",624,"GNB","Western Africa","GNB",5,5,5,0,2,7,1,12,1,2,1,2,222.843093584433,689.114017343678,1139667,NA,2,7,0.000102,0,97,0,"GNB",0,0,"Africa",45,0
"2305",1995,411,"GNQ","Equatorial Guinea","GQ",226,"EQG","Middle Africa","GNQ",-5,-5,0,5,2,NA,NA,NA,NA,NA,NA,NA,321.059416416537,376.542853586048,441829,3,4,1,3.98e-05,0,70,0,"GNQ",0,0,"Africa",NA,0
"2306",1995,420,"GMB","Gambia","GM",270,"GAM","Western Africa","GMB",-7,-7,0,7,2,4,0,6,1,0,1,0,737.511451809992,737.511454071153,1065746,2,3,1,4.42e-05,0,NA,0,"GMB",0,2,"Africa",90,0
"2307",1995,432,"MLI","Mali","ML",466,"MLI","Western Africa","MLI",7,7,7,0,2,4,1,11,1,1,1,2,274.357608844331,291.258035752428,8988853,3,1,12,0.0005206,0,282,0,"MLI",0,0,"Africa",90,0
"2308",1995,433,"SEN","Senegal","SN",686,"SEN","Western Africa","SEN",-1,-1,2,3,2,2,1,12,1,2,1,2,560.030212847403,559.400619024809,8711528,4,3,14,0.0006471,142,572,0,"SEN",0,0,"Africa",92,0
"2309",1995,434,"BEN","Benin","BJ",204,"BEN","Western Africa","BEN",6,6,6,0,2,8,2,11,1,2,1,2,362.470949451116,362.48233906124,5985658,NA,2,8,0.0003451,0,343,0,"BEN",0,0,"Africa",15,0
"2310",1995,435,"MRT","Mauritania","MR",478,"MAA","Western Africa","MRT",-6,-6,0,6,2,5,0,6,2,1,2,1,606.281691011999,720.01421293208,2334388,2,2,16,0.000257,0,208,312,"MRT",0,4,"Africa",100,0
"2311",1995,436,"NER","Niger","NE",562,"NIR","Western Africa","NER",8,8,8,0,2,6,1,10,1,1,0,1,205.169331393151,194.867115761972,9167078,4,2,5,0.0004183,0,240,0,"NER",0,0,"Africa",80,0
"2312",1995,437,"CIV","Ivory Coast","CI",384,"IVO","Western Africa","CIV",-6,-6,0,6,2,1,1,6,1,1,1,1,773.708488010029,781.077403798806,14217430,2,3,15,0.0009784,0,NA,2375,"CIV",0,2,"Africa",60,0
"2313",1995,438,"GIN","Guinea","GN",324,"GUI","Western Africa","GIN",-1,-1,1,2,2,4,1,5,1,2,1,0,471.311961476404,501.84429239915,7837173,3,3,12,0.0004271,0,238,0,"GIN",0,11,"Africa",85,0
"2314",1995,439,"BFA","Burkina Faso","BF",854,"BFO","Western Africa","BFA",-5,-5,0,5,2,5,1,10,0,2,0,1,235.832231814855,238.253063337097,10089876,3,3,9,0.0005188,0,315,437,"BFA",0,2,"Africa",50,0
"2315",1995,450,"LBR","Liberia","LR",430,"LBR","Western Africa","LBR",NA,0,-77,-77,2,NA,-77,NA,-77,-77,-77,-77,64.8101538471894,82.1308097759482,2079921,5,5,NA,0.0001773,NA,266,3375,"LBR",0,0,"Africa",20,1
"2316",1995,451,"SLE","Sierra Leone","SL",694,"SIE","Western Africa","SLE",-7,-7,0,7,2,0,1,8,0,0,1,0,221.730445049669,300.178890805817,3927105,4,4,5,0.0002485,1000,333,5000,"SLE",0,4,"Africa",60,0
"2317",1995,452,"GHA","Ghana","GH",288,"GHA","Western Africa","GHA",-1,-1,1,2,2,6,1,9,1,2,1,1,385.682130940319,618.148550806623,16760926,NA,2,7,0.0009919,0,620,125,"GHA",0,0,"Africa",30,0
"2318",1995,461,"TGO","Togo","TG",768,"TOG","Western Africa","TGO",-2,-2,1,3,2,5,1,5,1,1,1,0,305.609460674892,337.130685784569,4284497,2,3,10,0.0002764,0,334,0,"TGO",0,2,"Africa",10,0
"2319",1995,471,"CMR","Cameroon","CM",120,"CAO","Middle Africa","CMR",-4,-4,1,5,2,4,0,3,-999,2,1,0,626.95599515228,639.833689135262,13929575,3,3,22,0.000867,0,518,0,"CMR",0,0,"Africa",16,0
"2320",1995,475,"NGA","Nigeria","NG",566,"NIG","Western Africa","NGA",-6,-6,0,6,2,4,0,2,1,1,0,0,263.288025733013,279.057850374523,108424827,4,4,80,0.0070676,0,921,3875,"NGA",6,22,"Africa",50,1
"2321",1995,481,"GAB","Gabon","GA",266,"GAB","Middle Africa","GAB",-4,-4,0,4,2,8,2,7,2,2,1,1,4589.4967213816,4937.67285792032,1080477,NA,2,7,0.0001765,0,259,0,"GAB",0,1,"Africa",0.5,0
"2322",1995,482,"CAF","Central African Republic","CF",140,"CEN","Middle Africa","CAF",5,5,5,0,2,5,1,7,1,1,1,2,340.504739883445,340.504739883445,3275695,NA,2,4,0.0002103,0,NA,0,"CAF",0,1,"Africa",15,0
"2323",1995,483,"TCD","Chad","TD",148,"CHA","Middle Africa","TCD",-4,-4,0,4,2,3,1,7,0,2,1,0,207.141430977109,206.968718704857,6980351,4,4,40,0.0006097,0,177,0,"TCD",0,1,"Africa",50,0
"2324",1995,484,"COG","Congo Brazzaville","CG",178,"CON","Middle Africa","COG",5,5,6,1,2,4,1,12,1,2,1,2,777.761597456816,777.761597456817,2720633,3,3,10,0.0003379,0,NA,0,"COG",0,0,"Africa",2,0
"2325",1995,490,"ZAR","Congo Kinshasa","CD",180,"ZAI","Middle Africa","COD",NA,0,-77,-77,2,NA,-77,NA,-77,-77,-77,-77,134.327548997173,134.326939067073,42012524,4,4,40,0.0029157,0,NA,2625,"COD",0,2,"Africa",10,0
"2326",1995,500,"UGA","Uganda","UG",800,"UGA","Eastern Africa","UGA",-4,-4,0,4,2,4,1,8,0,2,0,1,277.512889043238,310.120198323714,20740726,3,4,51,0.0011554,250,439,1875,"UGA",0,0,"Africa",16,1
"2327",1995,501,"KEN","Kenya","KE",404,"KEN","Eastern Africa","KEN",-5,-5,0,5,2,4,0,2,1,2,1,1,329.940209154295,426.767380436745,27418077,4,3,22,0.0014642,0,775,0,"KEN",1,8,"Africa",7,1
"2328",1995,510,"TZA","Tanzania","TZ",834,"TAZ","Eastern Africa","TZA",-1,-1,2,3,2,5,1,6,1,2,1,1,180.564294276655,NA,29944302,3,2,50,0.0018409,0,516,312,"TZA",0,2,"Africa",35,0
"2329",1995,516,"BDI","Burundi","BI",108,"BUI","Eastern Africa","BDI",NA,0,-77,-77,2,NA,-77,NA,-77,-77,-77,-77,161.101577901907,157.456218943398,6209923,5,5,22,0.0003939,NA,231,4062,"BDI",0,7,"Africa",1,0
"2330",1995,517,"RWA","Rwanda","RW",646,"RWA","Eastern Africa","RWA",-6,-6,0,6,2,0,1,7,1,1,1,0,228.384920622516,229.567772305871,5663838,5,5,30,0.0004248,0,248,2312,"RWA",8,8,"Africa",1,30
"2331",1995,520,"SOM","Somalia","SO",706,"SOM","Eastern Africa","SOM",NA,0,-77,-77,2,NA,-77,NA,-77,-77,-77,-77,NA,176.830285129904,6346440,5,4,NA,0.0004965,500,144,5000,"SOM",1,0,"Africa",100,0
"2332",1995,522,"DJI","Djibouti","DJ",262,"DJI","Eastern Africa","DJI",-7,-7,0,7,2,NA,NA,NA,NA,NA,NA,NA,749.585436237786,767.518307293701,663999,NA,2,8,0.0001185,0,122,3750,"DJI",0,0,"Africa",94,0
"2333",1995,529,"ETH","Ethiopia","ET",231,"ETI","Eastern Africa","ETH",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,134.400593224204,133.047503057668,57023519,NA,NA,NA,NA,NA,367,1250,"ETH",0,5,"Africa",NA,4
"2334",1995,531,"ERI","Eritrea","ER",232,"ERI","Eastern Africa","ERI",-6,-6,0,6,2,6,1,6,1,2,2,0,169.614880457021,187.722714659423,3407812,2,1,45,0.0004744,0,24,4000,"ERI",0,0,"Africa",48,0
"2335",1995,540,"AGO","Angola","AO",24,"ANG","Middle Africa","AGO",NA,-2,-88,-88,2,1,0,0,1,2,1,0,416.321558518182,412.569047814697,12104952,4,5,100,0.0014605,NA,207,3125,"AGO",0,0,"Africa",0,0
"2336",1995,541,"MOZ","Mozambique","MZ",508,"MZM","Eastern Africa","MOZ",5,5,5,0,2,5,1,10,1,2,0,1,140.586390975053,143.375873294337,15981571,2,3,12,0.0009443,0,261,0,"MOZ",0,0,"Africa",20,0
"2337",1995,551,"ZMB","Zambia","ZM",894,"ZAM","Eastern Africa","ZMB",6,6,6,0,2,6,1,9,1,2,1,1,430.588976339739,392.553916742439,8841338,2,3,16,0.000782,0,467,0,"ZMB",0,0,"Africa",1,0
"2338",1995,552,"ZWE","Zimbabwe","ZW",716,"ZIM","Eastern Africa","ZWE",-6,-6,0,6,2,4,1,9,1,2,1,0,610.967291683635,819.832350719507,11639364,2,2,40,0.0010327,0,680,437,"ZWE",1,0,"Africa",1,0
"2339",1995,553,"MWI","Malawi","MW",454,"MAW","Eastern Africa","MWI",6,6,6,0,2,7,1,11,1,1,1,1,140.249398520452,234.040390793736,9964065,2,2,10,0.0004827,0,314,0,"MWI",0,0,"Africa",20,0
"2340",1995,560,"ZAF","South Africa","ZA",710,"SAF","Southern Africa","ZAF",9,9,9,0,2,5,1,12,NA,NA,1,2,3862.80899310285,3647.71228879956,39120000,4,4,75,0.0073047,0,1270,250,"ZAF",4,6,"Africa",2,1
"2341",1995,565,"NAM","Namibia",NA,516,"NAM","Southern Africa","NAM",6,6,6,0,2,5,2,13,1,2,1,1,2383.30379869486,2424.73306929315,1654214,NA,2,8,0.0001358,0,267,125,"NAM",0,0,"Africa",0,0
"2342",1995,570,"LSO","Lesotho","LS",426,"LES","Southern Africa","LSO",8,8,8,0,2,4,1,9,1,1,1,0,489.839391427389,489.907444204099,1753824,2,2,2,0.0001027,0,252,312,"LSO",0,0,"Africa",0,0
"2343",1995,571,"BWA","Botswana","BW",72,"BOT","Southern Africa","BWA",7,7,7,0,2,6,2,12,1,2,0,2,2987.52137937769,2987.52137937769,1583453,1,1,7,0.0001728,0,306,312,"BWA",0,2,"Africa",0,0
"2344",1995,572,"SWZ","Swaziland","SZ",748,"SWA","Southern Africa","SWZ",-9,-9,0,9,2,5,0,4,1,2,1,0,1763.48358568679,1759.06514868425,963428,2,2,3,5.82e-05,0,234,375,"SWZ",0,1,"Africa",0,0
"2345",1995,580,"MDG","Madagascar","MG",450,"MAG","Eastern Africa","MDG",9,9,9,0,2,4,1,9,1,2,1,1,234.892770957,234.887472078154,13452526,NA,2,21,0.000714,0,358,250,"MDG",0,0,"Africa",7,0
"2346",1995,581,"COM","Comoros","KM",174,"COM","Eastern Africa","COM",NA,0,-77,-77,2,NA,NA,NA,NA,NA,NA,NA,497.743555399789,497.74355539979,465895,NA,2,NA,2.7e-05,0,80,NA,"COM",0,0,"Africa",NA,0
"2347",1995,590,"MUS","Mauritius","MU",480,"MAS","Eastern Africa","MUS",10,10,10,0,2,7,1,12,2,2,1,2,3599.55175081755,3625.44628092945,1122457,1,1,1,6.35e-05,0,420,0,"MUS",0,0,"Africa",16.6000003814697,0
"2348",1995,600,"MAR","Morocco","MA",504,"MOR","Northern Africa","MAR",-7,-7,0,7,2,4,1,2,1,1,0,0,1372.79094709478,1373.570178912,26833093,3,3,195,0.0036531,0,745,0,"MAR",0,5,"MENA",98.6999969482422,1
"2349",1995,615,"DZA","Algeria","DZ",12,"ALG","Northern Africa","DZA",-3,-3,1,4,2,0,0,3,1,2,0,0,1424.64248422937,1434.95292082444,29315463,5,5,120,0.004696,NA,623,4750,"DZA",1,5,"MENA",99,1
"2350",1995,616,"TUN","Tunisia","TN",788,"TUN","Northern Africa","TUN",-3,-3,1,4,2,4,0,6,2,2,2,1,2012.93626562595,2203.7235992984,8957500,4,2,35,0.000835,0,718,0,"TUN",0,24,"MENA",98,0
"2351",1995,620,"LBY","Libya","LY",434,"LIB","Northern Africa","LBY",-7,-7,0,7,2,2,0,2,1,1,1,0,5379.82917050542,5959.29130308672,4747619,3,3,76,0.0019355,0,319,0,"LBY",0,2,"MENA",97,0
"2352",1995,625,"SDN","Sudan","SD",729,"SUD","Northern Africa","SDN",-7,-7,0,7,2,2,0,0,0,2,0,0,461.56639270824,NA,24529722,4,5,89,0.002141,1000,438,3875,"SDN",0,22,"MENA",70,3
"2353",1995,630,"IRN","Iran","IR",364,"IRN","Southern Asia","IRN",-6,-6,0,6,142,2,0,2,0,1,0,0,1502.0997293169,1824.15638128239,60468352,5,4,530,0.0118404,0,NA,312,"IRN",3,17,"MENA",99,3
"2354",1995,640,"TUR","Turkey","TR",792,"TUR","Western Asia","TUR",8,8,9,1,142,1,1,8,1,1,1,1,2896.09060351734,3889.23026646004,58522320,4,5,805,0.0157004,0,1142,20000,"TUR",4,124,"MENA",99.8000030517578,3
"2355",1995,645,"IRQ","Iraq","IQ",368,"IRQ","Western Asia","IRQ",-9,-9,0,9,142,3,0,0,1,2,1,0,NA,170.735686226637,20363138,5,5,450,0.0060975,NA,394,5875,"IRQ",3,0,"MENA",97,0
"2356",1995,651,"EGY","Egypt","EG",818,"EGY","Northern Africa","EGY",-6,-6,0,6,2,4,1,2,1,1,1,0,983.502060471,1075.03285452601,61168397,4,4,430,0.0085745,375,NA,1250,"EGY",1,11,"MENA",94,2
"2357",1995,652,"SYR","Syria","SY",760,"SYR","Western Asia","SYR",-9,-9,0,9,142,5,0,3,1,2,1,0,794.846967746833,943.005137709123,14338240,3,3,320,0.0039186,0,NA,0,"SYR",0,2,"MENA",90,0
"2358",1995,660,"LBN","Lebanon","LB",422,"LEB","Western Asia","LBN",NA,NA,-66,-66,142,NA,-66,NA,-66,-66,-66,-66,3863.24657894721,3614.78980263945,3033406,4,4,55,0.0006894,0,507,562,"LBN",0,1,"MENA",70,0
"2359",1995,663,"JOR","Jordan","JO",400,"JOR","Western Asia","JOR",-2,-2,2,4,142,4,1,4,1,1,0,0,1603.68216186204,1558.19658185639,4195000,3,2,100,0.0012714,0,479,125,"JOR",0,4,"MENA",96,0
"2360",1995,666,"ISR","Israel","IL",376,"ISR","Western Asia","ISR",9,9,9,0,142,4,1,7,2,2,-999,2,17911.5527702085,18035.094152013,5545000,4,3,185,0.0039692,25,1550,4062,"ISR",13,20,"MENA",14.6000003814697,3
"2361",1995,670,"SAU","Saudi Arabia","SA",682,"SAU","Western Asia","SAU",-10,-10,0,10,142,4,0,0,0,0,0,0,7672.48610939134,7662.25127672818,18567343,4,3,175,0.0086537,0,595,0,"SAU",0,7,"MENA",100,2
"2362",1995,679,"YEM","Yemen","YE",887,"YEM","Western Asia","YEM",-2,-2,1,3,142,2,0,6,1,1,0,1,283.575158266287,394.659656579936,15018201,4,2,68,0.0012993,0,NA,0,"YEM",0,3,"MENA",99,0
"2363",1995,690,"KWT","Kuwait","KW",414,"KUW","Western Asia","KWT",-7,-7,0,7,142,5,1,4,0,0,0,0,17143.4924492449,17140.6126762711,1586123,3,2,20,0.001619,0,454,0,"KWT",0,4,"MENA",85,0
"2364",1995,692,"BHR","Bahrain","BH",48,"BAH","Western Asia","BHR",-9,-9,0,9,142,4,0,3,1,0,1,0,10376.3647760188,12038.5977930629,563730,4,3,8,0.0004008,0,252,687,"BHR",0,15,"MENA",100,0
"2365",1995,694,"QAT","Qatar","QA",634,"QAT","Western Asia","QAT",-10,-10,0,10,142,NA,NA,NA,NA,NA,NA,NA,16238.3456051012,16238.3460730875,501154,NA,1,10,0.0006584,0,183,0,"QAT",0,0,"MENA",NA,0
"2366",1995,696,"ARE","UAE","AE",784,"UAE","Western Asia","ARE",-8,-8,0,8,142,7,0,1,1,0,0,0,28020.0854141076,28020.0615646481,2346305,2,1,60,0.0017095,0,NA,0,"ARE",0,5,"MENA",96,0
"2367",1995,698,"OMN","Oman","OM",512,"OMA","Western Asia","OMN",-9,-9,0,9,142,6,1,2,1,0,0,0,6406.10828204785,6335.31851274333,2154600,2,2,36,0.0008515,0,195,0,"OMN",0,0,"MENA",95,1
"2368",1995,700,"AFG","Afghanistan","AF",4,"AFG","Southern Asia","AFG",NA,0,-77,-77,142,NA,-77,NA,-77,-77,-77,-77,NA,184.02630310951,17586073,5,5,NA,0.0011608,5000,87,5250,"AFG",0,2,"MENA",99,1
"2369",1995,701,"TKM","Turkmenistan","TM",795,"TKM","Central Asia","TKM",-9,-9,0,9,142,5,0,5,1,2,0,0,592.698785273691,522.515980765976,4188010,2,2,21,0.0005864,0,65,0,"TKM",0,4,"EECA",89,0
"2370",1995,702,"TJK","Tajikistan","TJ",762,"TAJ","Central Asia","TJK",-6,-6,0,6,142,0,0,6,2,1,1,0,212.906785290758,210.434393104861,5784330,2,3,8,0.0003852,500,54,3125,"TJK",0,2,"EECA",85,0
"2371",1995,703,"KGZ","Kyrgyzstan","KG",417,"KYR","Central Asia","KGZ",-3,-3,1,4,142,6,0,6,3,2,2,0,364.226497350785,324.880200603651,4560400,2,1,13,0.0003648,0,NA,0,"KGZ",0,4,"EECA",75,0
"2372",1995,704,"UZB","Uzbekistan","UZ",860,"UZB","Central Asia","UZB",-9,-9,0,9,142,3,0,5,1,2,1,0,585.932040055389,586.599785053754,22785000,2,2,21,0.002159,0,114,0,"UZB",0,9,"EECA",88,0
"2373",1995,705,"KAZ","Kazakhstan","KZ",398,"KZK","Central Asia","KAZ",-4,-4,1,5,142,6,0,6,1,2,1,0,1288.23905213205,1332.77233020917,15815626,2,1,20,0.0031239,0,139,0,"KAZ",0,5,"EECA",47,0
"2374",1995,710,"CHN","China","CN",156,"CHN","Eastern Asia","CHN",-7,-7,0,7,142,0,0,1,1,2,1,0,604.228350913103,611.669472496176,1204855000,3,3,2930,0.1355899,0,1013,375,"CHN",31,48,"Asia",2.5,25
"2375",1995,712,"MNG","Mongolia","MN",496,"MON","Eastern Asia","MNG",9,9,9,0,142,6,2,14,2,1,3,2,631.908286477408,641.221018393751,2298063,1,2,18,0.0002989,0,137,0,"MNG",0,0,"Asia",4,0
"2376",1995,713,"TWN","Taiwan","TW",NA,"TAW","Eastern Asia","TWN",7,7,7,0,142,8,1,11,1,2,2,2,NA,NA,NA,2,1,425,0.0103939,0,NA,0,"TWN",0,0,"Asia",0,0
"2377",1995,731,"PRK","Korea North","KP",408,"PRK","Eastern Asia","PRK",-10,-10,0,10,142,3,0,0,1,2,1,0,NA,222.25105525679,21763678,NA,NA,1100,0.0114064,0,NA,0,"PRK",0,0,"Asia",0,0
"2378",1995,732,"KOR","Korea South","KR",410,"ROK","Eastern Asia","KOR",6,6,7,1,142,4,1,11,1,1,1,2,12403.913223896,11894.8200435925,45092991,3,2,750,0.0256731,0,NA,1125,"KOR",2,11,"Asia",0,1
"2379",1995,740,"JPN","Japan","JP",392,"JPN","Eastern Asia","JPN",10,10,10,0,142,7,2,14,1,2,1,2,42522.0665906054,42848.5305115773,125439000,2,1,240,0.0593277,0,1889,562,"JPN",1,3,"Asia",0,0
"2380",1995,750,"IND","India","IN",356,"IND","Southern Asia","IND",9,9,9,0,142,0,1,9,1,2,1,2,383.550926182592,386.313621058794,955804355,4,5,1260,0.0635717,213,1518,3125,"IND",4,18,"Asia",14,6
"2381",1995,760,"BTN","Bhutan","BT",64,"BHU","Southern Asia","BTN",-10,-10,0,10,142,4,0,3,2,1,2,0,595.267111584146,567.928372501547,509105,2,2,5,0.0001198,0,52,0,"BTN",0,0,"Asia",0,0
"2382",1995,770,"PAK","Pakistan","PK",586,"PAK","Southern Asia","PAK",8,8,8,0,142,1,1,4,0,1,0,0,478.619260716229,609.885150704206,126689577,5,4,580,0.0122477,1700,772,1437,"PAK",1,9,"Asia",97,1
"2383",1995,771,"BGD","Bangladesh","BD",50,"BNG","Southern Asia","BGD",6,6,6,0,142,3,1,9,1,2,1,1,316.508586886834,356.242698610471,119869585,3,3,115,0.0062237,0,523,2375,"BGD",0,0,"Asia",88.3000030517578,0
"2384",1995,775,"MMR","Myanmar (Burma)","MM",104,"MYA","South-Eastern Asia","MMR",-7,-7,0,7,142,2,0,1,1,0,2,0,NA,171.033970025504,45329862,4,5,322,0.0049568,0,NA,3125,"MMR",0,17,"Asia",4,5
"2385",1995,780,"LKA","Sri Lanka","LK",144,"SRI","Southern Asia","LKA",5,5,6,1,142,0,1,12,1,2,2,2,718.443844341399,732.534415586621,18136000,4,5,110,0.001693,0,660,3562,"LKA",2,13,"Asia",8,1
"2386",1995,790,"NPL","Nepal","NP",524,"NEP","Southern Asia","NPL",5,5,5,0,142,5,1,9,1,1,1,1,213.779125387283,220.254740576568,20587157,2,3,40,0.0010425,0,327,250,"NPL",0,0,"Asia",3,0
"2387",1995,800,"THA","Thailand","TH",764,"THI","South-Eastern Asia","THA",9,9,9,0,142,7,1,6,1,1,1,1,2848.5468659673,2865.14743517923,58983954,2,2,288,0.0071074,0,883,250,"THA",0,6,"Asia",3.79999995231628,0
"2388",1995,811,"KHM","Cambodia","KH",116,"CAM","South-Eastern Asia","KHM",1,1,3,2,142,2,0,9,1,2,1,2,319.541494580774,307.298278048196,10769198,3,4,70,0.0010405,25,71,18437,"KHM",1,4,"Asia",2,0
"2389",1995,812,"LAO","Laos","LA",418,"LAO","South-Eastern Asia","LAO",-7,-7,0,7,142,7,0,5,1,2,1,1,362.013021770241,350.628169856397,4871472,1,2,50,0.0005836,0,NA,0,"LAO",0,0,"Asia",1,0
"2390",1995,818,"VNM","Vietnam","VN",704,"VIE","South-Eastern Asia","VNM",-7,-7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,288.020277867971,272.773563307681,71995500,NA,NA,NA,NA,0,299,0,"VNM",2,3,"Asia",NA,0
"2391",1995,820,"MYS","Malaysia","MY",458,"MAL","South-Eastern Asia","MYS",3,3,4,1,142,5,1,6,1,2,1,1,4286.16894207581,4630.8900010075,20725374,3,2,122,0.0037099,0,927,0,"MYS",0,0,"Asia",52.9000015258789,0
"2392",1995,830,"SGP","Singapore","SG",702,"SIN","South-Eastern Asia","SGP",-2,-2,2,4,142,6,1,5,1,1,2,1,24937.3131230818,24998.9117656246,3524500,2,1,53,0.0034014,0,873,NA,"SGP",1,21,"Asia",14.8999996185303,2
"2393",1995,840,"PHL","Philippines","PH",608,"PHI","South-Eastern Asia","PHL",8,8,8,0,142,1,1,11,1,2,1,1,1064.84059208726,1179.79248637517,69606539,3,4,104,0.0056465,NA,972,3437,"PHL",2,3,"Asia",0,0
"2394",1995,850,"IDN","Indonesia","ID",360,"INS","South-Eastern Asia","IDN",-7,-7,0,7,142,3,0,2,1,2,1,0,1041.31353998628,1139.00071302046,194112556,4,4,280,0.0141056,0,917,3187,"IDN",3,31,"Asia",88,7
"2395",1995,900,"AUS","Australia","AU",36,"AUL","Australia and New Zealand","AUS",10,10,10,0,9,8,2,14,2,2,2,2,20364.249696919,21664.6660579445,18072000,1,1,65,0.007682,0,1877,0,"AUS",0,0,"West",0.899999976158142,0
"2396",1995,910,"PNG","Papua New Guinea","PG",598,"PNG","Melanesia","PNG",4,4,4,0,9,5,1,12,1,1,1,2,983.075334679554,1026.40275174909,4715929,3,3,5,0.0002112,35,370,1875,"PNG",0,1,"LA",0,0
"2397",1995,920,"NZL","New Zealand","NZ",554,"NEW","Australia and New Zealand","NZL",10,10,10,0,9,8,2,14,2,3,3,2,17269.3330174994,17028.881705091,3673400,NA,1,10,0.0009128,0,1276,125,"NZL",0,0,"West",0,0
"2398",1995,940,"SLB","Solomon Islands","SB",90,"SOL","Melanesia","SLB",8,8,8,0,9,NA,NA,NA,NA,NA,NA,NA,1445.66273066877,1015.10239229455,359236,NA,1,0,1.2e-05,0,137,250,"SLB",0,0,"Asia",NA,0
"2399",1995,950,"FJI","Fiji","FJ",242,"FJI","Melanesia","FJI",5,5,6,1,9,8,2,12,2,2,2,0,2540.4599625444,2592.52089719915,775587,NA,1,4,8.64e-05,0,307,250,"FJI",0,0,"LA",8,0
"2401",1996,20,"CAN","Canada","CA",124,"CAN","Northern America","CAN",10,10,10,0,21,8,1,13,2,2,3,2,21129.4354271046,21191.011212578,29671900,1,1,66,0.0116868,0,2116,375,"CAN",0,0,"West",0.899999976158142,0
"2402",1996,40,"CUB","Cuba","CU",192,"CUB","Caribbean","CUB",-7,-7,0,7,419,3,0,2,2,2,2,0,2278.28534241443,2278.28534241443,10980758,3,3,70,0.0015529,0,552,0,"CUB",1,27,"LA",0,3
"2403",1996,41,"HTI","Haiti","HT",332,"HAI","Caribbean","HTI",7,7,7,0,419,5,1,11,1,1,1,2,371.969202740693,340.85348243552,7986858,3,3,0,0.0003955,0,295,875,"HTI",3,0,"LA",0,5
"2404",1996,42,"DOM","Dominican Rep","DO",214,"DOM","Caribbean","DOM",8,8,8,0,419,4,2,13,1,2,1,2,2233.37521270717,2090.97084273005,8118570,3,3,22,0.0007667,0,NA,0,"DOM",0,0,"LA",0,0
"2405",1996,51,"JAM","Jamaica","JM",388,"JAM","Caribbean","JAM",9,9,9,0,419,6,2,14,2,2,1,2,2600.59878643855,2964.60588281251,2509923,1,2,3,0.0001727,0,492,437,"JAM",0,1,"LA",0,0
"2406",1996,52,"TTO","Trinidad and Tobago","TT",780,"TRI","Caribbean","TTO",9,9,9,0,419,7,1,13,2,2,-999,2,4577.00098435514,4577.07986664687,1258365,1,2,2,0.0003815,0,NA,0,"TTO",0,6,"LA",6,0
