"","year","ccode","worldbank","country","iso2c","un","scode","wbregion","iso3c","polity","polity2","democ","autoc","unreg","physint","speech","new_empinx","wecon","wopol","wosoc","elecsd","gdp.pc.wdi","gdp.pc.un","pop.wdi","amnesty","statedept","milper","cinc","bdeadbest","INGO_uia","domestic9","rt_code","nyt","amnesty.uas","region","muslim","nyt.lagged"
"1256",1988,645,"IRQ","Iraq","IQ",368,"IRQ","Western Asia","IRQ",-9,-9,0,9,142,0,0,3,1,2,1,0,3749.28608228944,1040.36139593004,16672907,5,5,1000,0.0108232,NA,385,1250,"IRQ",2,3,"MENA",97,0
"1257",1988,651,"EGY","Egypt","EG",818,"EGY","Northern Africa","EGY",-6,-6,0,6,2,4,1,6,1,1,0,1,648.839947841242,551.258557405378,54011214,3,3,452,0.008479,0,NA,437,"EGY",0,0,"MENA",94,0
"1258",1988,652,"SYR","Syria","SY",760,"SYR","Western Asia","SYR",-9,-9,0,9,142,3,0,2,1,2,1,0,901.727090243865,1016.07342221587,11729760,4,4,400,0.003717,0,NA,0,"SYR",0,10,"MENA",90,1
"1259",1988,660,"LBN","Lebanon","LB",422,"LEB","Western Asia","LBN",NA,0,-77,-77,142,NA,-77,NA,-77,-77,-77,-77,1241.68053318484,1241.68056464408,2668593,NA,NA,20,0.0003226,0,498,4000,"LBN",0,0,"MENA",70,0
"1260",1988,663,"JOR","Jordan","JO",400,"JOR","Western Asia","JOR",-9,-9,0,9,142,5,1,5,1,1,1,0,2129.35264656197,1959.98462494787,2948000,3,2,165,0.0014408,0,369,0,"JOR",0,12,"MENA",96,0
"1261",1988,666,"ISR","Israel","IL",376,"ISR","Western Asia","ISR",9,9,9,0,142,4,1,10,2,2,1,2,9881.24270633366,11491.1081447027,4442000,4,4,191,0.0027056,322,1210,9500,"ISR",8,5,"MENA",14.6000003814697,4
"1262",1988,670,"SAU","Saudi Arabia","SA",682,"SAU","Western Asia","SAU",-10,-10,0,10,142,5,1,3,0,0,0,0,5841.76131218415,5833.97812360537,15107785,3,2,84,0.0064148,0,380,0,"SAU",0,0,"MENA",100,0
"1263",1988,678,"YEM","Yemen North","YE",886,"YAR","Western Asia","YEM",-5,-5,0,5,142,4,1,6,1,1,0,0,NA,318.313523574603,10815614,3,4,62,0.0007883,0,NA,NA,"YEM",0,3,"MENA",99,1
"1264",1988,680,"","Yemen South","YD",720,"YPR","Western Asia","YMD",-7,-7,0,7,142,NA,NA,NA,NA,NA,NA,NA,NA,215.528011224523,NA,3,3,88,0.000719,0,97,6937,"YMD",0,0,"MENA",99,0
"1265",1988,690,"KWT","Kuwait","KW",414,"KUW","Western Asia","KWT",-10,-10,0,10,142,6,1,4,1,0,0,0,10306.9475833458,10306.5819488124,2007415,1,2,15,0.001148,0,354,0,"KWT",0,3,"MENA",85,0
"1266",1988,692,"BHR","Bahrain","BH",48,"BAH","Western Asia","BHR",-10,-10,0,10,142,6,0,5,1,0,0,0,7957.79006454201,8971.09875991783,465254,3,3,5,0.000606,0,182,0,"BHR",0,0,"MENA",100,0
"1267",1988,694,"QAT","Qatar","QA",634,"QAT","Western Asia","QAT",-10,-10,0,10,142,NA,NA,NA,NA,NA,NA,NA,13562.9549788942,13562.9548563598,445197,NA,1,7,0.000346,0,131,0,"QAT",0,0,"MENA",NA,0
"1268",1988,696,"ARE","UAE","AE",784,"UAE","Western Asia","ARE",-8,-8,0,8,142,6,1,2,1,0,1,0,22543.0962331629,22543.0606820766,1609170,2,1,43,0.0011899,0,NA,0,"ARE",0,2,"MENA",96,0
"1269",1988,698,"OMN","Oman","OM",512,"OMA","Western Asia","OMN",-10,-10,0,10,142,8,0,1,1,0,0,0,4988.61792332291,4933.42890016261,1681070,NA,1,27,0.0005501,0,115,0,"OMN",2,0,"MENA",95,1
"1270",1988,700,"AFG","Afghanistan","AF",4,"AFG","Southern Asia","AFG",NA,NA,-66,-66,142,0,0,2,0,1,0,0,NA,241.915602468393,11013345,4,5,55,0.0012921,30000,78,3125,"AFG",0,0,"MENA",99,1
"1271",1988,710,"CHN","China","CN",156,"CHN","Eastern Asia","CHN",-7,-7,0,7,142,2,0,1,1,2,1,0,280.968291257861,367.52461456169,1101630000,3,3,3780,0.1075262,0,574,1312,"CHN",3,5,"Asia",2.5,5
"1272",1988,712,"MNG","Mongolia","MN",496,"MON","Eastern Asia","MNG",-7,-7,0,7,142,NA,0,1,2,2,-999,0,1533.43990322153,658.486847809514,2089721,NA,NA,32,0.0004134,0,89,0,"MNG",0,0,"Asia",4,0
"1273",1988,713,"TWN","Taiwan","TW",NA,"TAW","Eastern Asia","TWN",-1,-1,2,3,142,7,1,8,3,2,3,1,NA,NA,NA,2,3,406,0.0077184,0,NA,0,"TWN",0,0,"Asia",0,0
"1274",1988,731,"PRK","Korea North","KP",408,"PRK","Eastern Asia","PRK",-9,-9,0,9,142,2,0,0,1,2,1,0,NA,763.830109936347,19610518,NA,NA,842,0.0095549,0,NA,0,"PRK",0,0,"Asia",0,0
"1275",1988,732,"KOR","Korea South","KR",410,"ROK","Eastern Asia","KOR",6,6,7,1,142,6,1,9,1,1,1,2,4813.28487224027,4565.22296101152,42031247,3,2,626,0.0171927,0,NA,5000,"KOR",9,5,"Asia",0,5
"1276",1988,740,"JPN","Japan","JP",392,"JPN","Eastern Asia","JPN",10,10,10,0,142,8,2,14,1,2,1,2,24592.7720053564,24831.7654876696,122613000,2,1,245,0.0543984,0,1503,0,"JPN",0,0,"Asia",0,0
"1277",1988,750,"IND","India","IN",356,"IND","Southern Asia","IND",8,8,8,0,142,1,1,11,1,2,1,2,361.931905572176,364.285948402144,833833510,4,4,1360,0.0577153,125,1241,6875,"IND",3,3,"Asia",14,1
"1278",1988,760,"BTN","Bhutan","BT",64,"BHU","Southern Asia","BTN",-10,-10,0,10,142,8,1,7,1,1,1,0,548.719391101849,511.538586516541,517306,NA,1,5,0.0001025,0,33,0,"BTN",0,0,"Asia",0,0
"1279",1988,770,"PAK","Pakistan","PK",586,"PAK","Southern Asia","PAK",8,8,8,0,142,5,0,6,1,2,1,2,367.8663661793,470.010741832286,104583470,3,3,481,0.0098717,0,571,750,"PAK",1,0,"Asia",97,0
"1280",1988,771,"BGD","Bangladesh","BD",50,"BNG","Southern Asia","BGD",-5,-5,0,5,142,4,1,9,0,2,0,1,251.032427315501,273.998800795536,102133217,3,3,102,0.0057942,72,401,2750,"BGD",0,2,"Asia",88.3000030517578,0
"1281",1988,775,"MMR","Myanmar (Burma)","MM",104,"MYA","South-Eastern Asia","MMR",-6,-6,0,6,142,0,0,2,1,0,2,0,NA,110.414004159986,40753329,5,5,186,0.0033468,0,NA,8625,"MMR",1,10,"Asia",4,0
"1282",1988,780,"LKA","Sri Lanka","LK",144,"SRI","Southern Asia","LKA",5,5,6,1,142,2,1,9,1,2,1,1,420.409156049386,421.360448026244,16599000,4,5,22,0.0009755,0,571,3812,"LKA",0,2,"Asia",8,0
"1283",1988,790,"NPL","Nepal","NP",524,"NEP","Southern Asia","NPL",-2,-2,2,4,142,5,1,6,1,2,1,0,201.869239121613,205.231701050987,17273606,3,3,35,0.0008795,0,215,0,"NPL",0,2,"Asia",3,0
"1284",1988,800,"THA","Thailand","TH",764,"THI","South-Eastern Asia","THA",3,3,4,1,142,4,1,10,2,1,1,1,1122.10547603615,1160.73232343074,54956736,2,3,256,0.0051526,0,661,1500,"THA",1,3,"Asia",3.79999995231628,0
"1285",1988,811,"KHM","Cambodia","KH",116,"CAM","South-Eastern Asia","KHM",NA,0,-88,-88,142,1,0,0,-999,2,-999,0,NA,197.694629201283,8510817,3,4,60,0.0008742,200,47,3125,"KHM",2,0,"Asia",2,3
"1286",1988,812,"LAO","Laos","LA",418,"LAO","South-Eastern Asia","LAO",-7,-7,0,7,142,5,0,1,1,1,1,0,149.557821910211,164.562824189931,4004881,3,3,56,0.0006129,0,NA,0,"LAO",0,0,"Asia",1,0
"1287",1988,818,"VNM","Vietnam","VN",704,"VIE","South-Eastern Asia","VNM",-7,-7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,401.87491099611,89.5366811989441,63263000,NA,NA,NA,NA,0,154,0,"VNM",0,3,"Asia",NA,0
"1288",1988,820,"MYS","Malaysia","MY",458,"MAL","South-Eastern Asia","MYS",4,4,5,1,142,5,1,9,1,2,1,2,2050.44857466982,2179.17516467408,17202032,2,2,113,0.0021224,0,678,1500,"MYS",0,15,"Asia",52.9000015258789,0
"1289",1988,830,"SGP","Singapore","SG",702,"SIN","South-Eastern Asia","SGP",-2,-2,2,4,142,7,1,8,1,1,1,1,9316.38847676588,9193.2770182849,2846100,2,2,56,0.00222,0,637,NA,"SGP",0,9,"Asia",14.8999996185303,0
"1290",1988,840,"PHL","Philippines","PH",608,"PHI","South-Eastern Asia","PHL",8,8,8,0,142,0,0,12,1,2,0,2,643.57514098173,713.051204781063,58867229,3,3,148,0.0053771,NA,785,8625,"PHL",3,22,"Asia",0,2
"1291",1988,850,"IDN","Indonesia","ID",360,"INS","South-Eastern Asia","IDN",-7,-7,0,7,142,4,0,4,2,2,2,0,515.412696488112,563.952110824814,172265107,3,3,284,0.0125048,5358,707,1250,"IDN",1,4,"Asia",88,0
"1292",1988,900,"AUS","Australia","AU",36,"AUL","Australia and New Zealand","AUS",10,10,10,0,9,6,2,14,2,2,2,2,14262.3034211614,17338.696432974,16532200,1,1,71,0.0063508,0,1470,0,"AUS",0,4,"West",0.899999976158142,0
"1293",1988,910,"PNG","Papua New Guinea","PG",598,"PNG","Melanesia","PNG",4,4,4,0,9,7,2,14,2,1,1,2,923.153988686715,941.65384982486,3960314,4,2,3,0.0001826,0,290,0,"PNG",0,0,"LA",0,0
"1294",1988,920,"NZL","New Zealand","NZ",554,"NEW","Australia and New Zealand","NZL",10,10,10,0,9,8,2,14,2,2,3,2,13739.5380873112,13662.864993872,3283400,NA,1,13,0.0007212,0,1026,0,"NZL",0,0,"West",0,0
"1295",1988,940,"SLB","Solomon Islands","SB",90,"SOL","Melanesia","SLB",7,7,7,0,9,NA,NA,NA,NA,NA,NA,NA,1053.30270919469,597.463679389432,294962,NA,1,0,1.08e-05,0,88,0,"SLB",0,0,"Asia",NA,0
"1296",1988,950,"FJI","Fiji","FJ",242,"FJI","Melanesia","FJI",-3,-3,0,3,9,6,1,9,1,0,1,1,1535.86021432921,1552.07216039971,722707,2,NA,4,7.54e-05,0,241,0,"FJI",1,0,"LA",8,0
"1298",1989,20,"CAN","Canada","CA",124,"CAN","Northern America","CAN",10,10,10,0,21,8,1,13,2,2,3,2,20586.5575115274,20652.4365800671,27379000,NA,1,88,0.0123878,0,1746,0,"CAN",0,0,"West",0.899999976158142,1
"1299",1989,40,"CUB","Cuba","CU",192,"CUB","Caribbean","CUB",-7,-7,0,7,419,3,0,2,2,2,2,0,2572.87345794032,2572.87345794032,10503898,3,3,297,0.0032644,0,405,0,"CUB",6,16,"LA",0,8
"1300",1989,41,"HTI","Haiti","HT",332,"HAI","Caribbean","HTI",-6,-6,0,6,419,4,2,9,-999,1,1,0,NA,325.235560332173,6965413,3,3,9,0.0004175,NA,266,2375,"HTI",2,24,"LA",0,2
"1301",1989,42,"DOM","Dominican Rep","DO",214,"DOM","Caribbean","DOM",6,6,6,0,419,7,2,13,2,2,2,2,941.904827124035,1161.74090930719,7099011,2,2,21,0.0006954,0,NA,562,"DOM",0,2,"LA",0,0
"1302",1989,51,"JAM","Jamaica","JM",388,"JAM","Caribbean","JAM",10,10,10,0,419,7,2,14,1,1,1,2,1854.78884517125,1963.18223750897,2374900,2,2,3,0.0001433,0,446,0,"JAM",1,0,"LA",0,0
"1303",1989,52,"TTO","Trinidad and Tobago","TT",780,"TRI","Caribbean","TTO",9,9,9,0,419,7,2,14,2,2,2,2,3562.08508054988,3562.1042937723,1213625,1,1,2,0.0002047,0,NA,250,"TTO",0,0,"LA",6,0
"1304",1989,70,"MEX","Mexico","MX",484,"MEX","Central America","MEX",0,0,2,2,419,1,2,13,1,2,1,2,2644.19760264343,3305.07678928055,84326921,3,3,154,0.0114283,0,1207,250,"MEX",2,1,"LA",0,0
"1305",1989,90,"GTM","Guatemala","GT",320,"GUA","Central America","GTM",3,3,4,1,419,2,2,12,1,2,1,2,968.05848010768,862.96942690546,8688240,4,4,43,0.0007506,500,460,3125,"GTM",2,41,"LA",0,4
"1306",1989,91,"HND","Honduras","HN",340,"HON","Central America","HND",6,6,6,0,419,4,2,12,1,2,1,1,747.530411933305,1293.10216886608,4766961,3,3,19,0.0004912,0,351,0,"HND",1,4,"LA",0,2
"1307",1989,92,"SLV","El Salvador","SV",222,"SAL","Central America","SLV",6,6,6,0,419,0,2,11,2,2,2,2,829.740310029874,804.795343397266,5269378,4,4,45,0.0006622,6800,363,3875,"SLV",22,22,"LA",0,6
"1308",1989,93,"NIC","Nicaragua","NI",558,"NIC","Central America","NIC",-1,-1,1,2,419,1,1,6,1,2,1,1,250.439735875107,849.281709341484,4045623,3,4,65,0.0007643,600,318,3250,"NIC",0,0,"LA",0,1
"1309",1989,94,"CRI","Costa Rica","CR",188,"COS","Central America","CRI",10,10,10,0,419,8,2,14,3,2,2,2,2287.88857120903,2212.31864869173,3001196,NA,1,8,0.000246,0,574,0,"CRI",0,0,"LA",0,0
"1310",1989,95,"PAN","Panama","PA",591,"PAN","Central America","PAN",8,8,8,0,419,1,0,4,1,2,1,0,2007.2165337968,2295.57645575048,2434964,3,4,14,0.0003048,75,524,500,"PAN",2,2,"LA",0,3
"1311",1989,100,"COL","Colombia","CO",170,"COL","South America","COL",8,8,8,0,419,1,1,12,2,1,2,2,1210.75818673367,1711.35842011963,32657292,5,4,91,0.0041488,692,844,5250,"COL",1,54,"LA",0,2
"1312",1989,101,"VEN","Venezuela","VE",862,"VEN","South America","VEN",9,9,9,0,419,2,1,12,2,2,2,1,2188.52162584399,2151.92068779459,19256060,4,4,75,0.0042431,0,NA,312,"VEN",1,5,"LA",0,0
"1313",1989,110,"GUY","Guyana","GY",328,"GUY","South America","GUY",-7,-7,0,7,419,6,1,9,1,2,1,0,521.401378745434,832.741692725622,728382,2,2,4,6.65e-05,0,246,0,"GUY",0,1,"LA",9,0
"1314",1989,115,"SUR","Suriname","SR",740,"SUR","South America","SUR",-1,-1,2,3,419,NA,NA,NA,NA,NA,NA,NA,1355.44945546669,1881.87991566298,400251,NA,2,4,7.64e-05,0,165,1250,"SUR",0,0,"LA",NA,0
"1315",1989,130,"ECU","Ecuador","EC",218,"ECU","South America","ECU",9,9,9,0,419,6,2,13,1,1,1,2,1404.97794828506,1176.58903013351,9886866,3,2,46,0.0012798,0,559,1875,"ECU",0,2,"LA",0,1
"1316",1989,135,"PER","Peru","PE",604,"PER","South America","PER",7,7,7,0,419,0,2,12,1,1,1,2,1027.06810403915,1638.69145734505,21325690,5,5,110,0.0031375,2013,779,4562,"PER",1,74,"LA",0,1
"1317",1989,140,"BRA","Brazil","BR",76,"BRA","South America","BRA",8,8,8,0,419,4,2,14,2,2,2,2,2893.65780796247,2552.95373253827,147078659,4,3,319,0.0262257,0,1362,625,"BRA",1,13,"LA",0,3
"1318",1989,145,"BOL","Bolivia","BO",68,"BOL","South America","BOL",9,9,9,0,419,7,2,10,1,2,1,1,710.702520867732,710.701864136842,6635658,3,2,30,0.000796,0,489,0,"BOL",1,6,"LA",0,0
"1319",1989,150,"PRY","Paraguay","PY",600,"PAR","South America","PRY",2,2,3,1,419,7,2,10,1,2,1,1,1111.29567236569,931.538107751868,4139286,2,2,16,0.0003513,100,400,0,"PRY",0,3,"LA",0,1
"1320",1989,155,"CHL","Chile","CL",152,"CHL","South America","CHL",8,8,8,0,419,2,2,12,1,2,1,2,2186.65498988859,2413.11929628128,12981032,3,3,95,0.002538,0,896,312,"CHL",1,1,"LA",0,4
"1321",1989,160,"ARG","Argentina","AR",32,"ARG","South America","ARG",7,7,7,0,419,7,2,13,2,2,2,2,2382.21723574934,2381.99810093783,32170407,3,2,95,0.0053362,0,1292,4562,"ARG",2,0,"LA",0,4
"1322",1989,165,"URY","Uruguay","UY",858,"URU","South America","URY",10,10,10,0,419,7,2,14,1,2,1,2,2731.95406770728,2785.30420250978,3088980,2,2,27,0.0005262,0,698,0,"URY",1,0,"LA",0,0
"1323",1989,200,"GBR","United Kingdom","GB",826,"UKG","Northern Europe","GBR",10,10,10,0,150,8,2,14,2,2,2,2,15757.0905261112,15062.5041693935,57076711,1,1,318,0.0254856,75,2416,3125,"GBR",2,2,"West",1.60000002384186,9
"1324",1989,205,"IRL","Ireland","IE",372,"IRE","Northern Europe","IRL",10,10,10,0,150,8,1,13,2,2,2,2,11164.6569611939,10795.7197631687,3511009,1,1,13,0.0005322,0,1327,250,"IRL",0,0,"West",0.109999999403954,0
"1325",1989,210,"NLD","Netherlands","NL",528,"NTH","Western Europe","NLD",10,10,10,0,150,8,2,14,2,2,2,2,17108.4401990769,16175.5506000539,14848907,NA,1,106,0.0071219,0,2329,250,"NLD",0,0,"West",3,0
"1326",1989,211,"BEL","Belgium","BE",56,"BEL","Western Europe","BEL",10,10,10,0,150,8,1,13,2,2,2,2,16588.0015841732,16300.0474683226,9937697,NA,1,110,0.005776,0,2359,0,"BEL",0,0,"West",2.5,0
"1327",1989,212,"LUX","Luxembourg","LU",442,"LUX","Western Europe","LUX",10,10,10,0,150,8,2,14,2,2,3,2,27736.8614003459,26345.9848256166,377100,NA,1,1,0.000841,0,895,0,"LUX",0,0,"West",NA,0
"1328",1989,220,"FRA","France","FR",250,"FRN","Western Europe","FRA",9,9,9,0,150,5,2,14,2,2,2,2,17726.0049710433,17353.566093659,58113622,2,1,558,0.0209357,0,2598,0,"FRA",2,0,"West",1,3
"1329",1989,225,"CHE","Switzerland","CH",756,"SWZ","Western Europe","CHE",10,10,10,0,150,8,2,14,2,2,2,2,30325.7589323674,28871.3859760579,6646912,2,1,17,0.0015521,0,2185,0,"CHE",0,0,"West",2.20000004768372,1
"1330",1989,230,"ESP","Spain","ES",724,"SPN","Southern Europe","ESP",10,10,10,0,150,5,2,14,2,2,2,2,10662.9242467351,10377.2886871275,38791473,2,1,277,0.0117969,0,2150,2125,"ESP",0,0,"West",1.20000004768372,0
"1331",1989,235,"PRT","Portugal","PT",620,"POR","Southern Europe","PRT",10,10,10,0,150,7,1,13,2,2,3,2,6056.97717731407,6041.75588228306,10005000,1,1,104,0.0020584,0,1503,0,"PRT",0,0,"West",0,0
"1332",1989,260,"DEU","Germany West","DE",280,"GFR","Western Europe","DEU",10,10,10,0,150,7,2,13,2,2,2,2,17697.1635135694,NA,78751283,1,1,503,0.028475,0,2519,NA,"DEU",0,0,"West",1.70000004768372,0
"1333",1989,265,"","Germany East","DD",278,"GDR","Eastern Europe","DDR",NA,NA,-88,-88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,262,0.009947,0,829,0,"DDR",0,0,"EECA",0,0
"1334",1989,290,"POL","Poland","PL",616,"POL","Eastern Europe","POL",5,5,5,0,150,5,1,10,-999,2,2,1,NA,2185.01996956849,37961529,2,2,350,0.0116164,0,1177,1500,"POL",1,2,"EECA",0,0
"1335",1989,305,"AUT","Austria","AT",40,"AUS","Western Europe","AUT",10,10,10,0,150,7,1,11,2,2,1,1,17426.8635399064,17263.2928361427,7619567,1,1,48,0.0025935,0,1864,0,"AUT",0,0,"West",2.09999990463257,0
"1336",1989,310,"HUN","Hungary","HU",348,"HUN","Eastern Europe","HUN",NA,4,-88,-88,150,8,2,9,2,2,2,1,NA,3072.23425438084,10481719,1,1,109,0.003049,0,1109,2750,"HUN",0,0,"EECA",0,0
"1337",1989,315,"","Czechoslovakia","CS",200,"CZE","Eastern Europe","CSK",-6,-6,0,6,150,6,0,3,2,3,2,0,NA,3762.9669588653,NA,3,3,175,0.0081963,0,1009,0,"CSK",0,0,"EECA",0,0
"1338",1989,325,"ITA","Italy","IT",380,"ITA","Southern Europe","ITA",10,10,10,0,150,6,2,14,2,2,1,2,16338.5556533121,15745.3165213739,56671781,2,1,506,0.0201763,0,2381,500,"ITA",0,0,"West",0,0
"1339",1989,339,"ALB","Albania","AL",8,"ALB","Southern Europe","ALB",-9,-9,0,9,150,NA,0,0,1,2,1,0,723.409610237851,894.87237426724,3227943,3,3,40,0.0004922,0,65,0,"ALB",0,0,"EECA",70,0
"1340",1989,345,"MKD","Yugoslavia","MK",807,"YUG","Southern Europe","MKD",-5,-5,1,6,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006063,3,3,225,0.0050295,0,NA,NA,"MKD",0,16,"EECA",NA,1
"1341",1989,350,"GRC","Greece","GR",300,"GRC","Southern Europe","GRC",10,10,10,0,150,5,1,9,2,2,2,2,7875.63191663989,7478.09725923708,10089498,2,2,201,0.0034182,0,1392,1125,"GRC",0,1,"EECA",1.29999995231628,0
"1342",1989,352,"CYP","Cyprus","CY",196,"CYP","Western Asia","CYP",10,10,10,0,142,8,2,13,2,1,1,2,8038.91415274034,8321.95831850717,751047,NA,1,14,0.0001893,0,482,0,"CYP",0,1,"EECA",18,0
"1343",1989,355,"BGR","Bulgaria","BG",100,"BUL","Eastern Europe","BGR",-7,-7,0,7,150,5,0,1,2,2,1,0,2449.8007383682,2473.01523540278,8876972,3,3,150,0.0038054,0,711,3625,"BGR",0,7,"EECA",13,0
"1344",1989,360,"ROM","Romania","RO",642,"RUM","Eastern Europe","ROU",NA,-2,-88,-88,150,5,0,1,2,3,2,0,1789.64463759891,2436.18515618659,23161458,4,4,207,0.0084825,0,664,2312,"ROU",5,10,"EECA",0.200000002980232,2
"1345",1989,364,"","USSR","SU",810,"USR","Eastern Europe","SVU",-4,-4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2686.93304839696,NA,NA,NA,NA,NA,0,NA,0,"SVU",8,13,"EECA",NA,12
"1346",1989,375,"FIN","Finland","FI",246,"FIN","Northern Europe","FIN",10,10,10,0,150,8,2,14,3,3,3,2,23983.8457535829,23509.5342994782,4964371,1,1,39,0.0022171,0,1922,0,"FIN",0,0,"West",0,0
"1347",1989,380,"SWE","Sweden","SE",752,"SWD","Northern Europe","SWE",10,10,10,0,150,8,2,14,3,3,3,2,25300.3951164701,24308.9329443573,8492964,1,1,62,0.0039356,0,2209,0,"SWE",0,0,"West",0,0
"1348",1989,385,"NOR","Norway","NO",578,"NOR","Northern Europe","NOR",10,10,10,0,150,8,1,13,2,3,2,2,23840.282037582,23881.9167587631,4226901,NA,1,43,0.0018872,0,1948,0,"NOR",0,0,"West",0,0
"1349",1989,390,"DNK","Denmark","DK",208,"DEN","Northern Europe","DNK",10,10,10,0,150,8,2,14,2,3,3,2,21799.278140899,21456.1631143154,5132594,NA,1,31,0.0015146,0,2194,0,"DNK",0,0,"West",1.5,0
"1350",1989,402,"CPV","Cape Verde","CV",132,"CAP","Western Africa","CPV",-3,-3,2,5,2,NA,NA,NA,NA,NA,NA,NA,772.5059519197,881.54906953448,346209,NA,2,3,3.39e-05,0,55,0,"CPV",0,0,"Africa",NA,0
"1351",1989,404,"GNB","Guinea-Bissau","GW",624,"GNB","Western Africa","GNB",-8,-8,0,8,2,6,0,6,1,2,1,0,214.253707663964,569.706489412262,994816,2,2,10,0.0001082,0,62,NA,"GNB",0,0,"Africa",45,0
"1352",1989,411,"GNQ","Equatorial Guinea","GQ",226,"EQG","Middle Africa","GNQ",-7,-7,0,7,2,NA,NA,NA,NA,NA,NA,NA,243.58977998386,311.665805125913,362355,2,2,1,3.88e-05,0,51,0,"GNQ",0,0,"Africa",NA,0
"1353",1989,420,"GMB","Gambia","GM",270,"GAM","Western Africa","GMB",7,7,7,0,2,8,2,14,2,2,1,2,322.444103074156,735.661945565743,881146,NA,1,2,4.15e-05,0,NA,0,"GMB",0,0,"Africa",90,0
"1354",1989,432,"MLI","Mali","ML",466,"MLI","Western Africa","MLI",-7,-7,0,7,2,6,1,5,1,2,0,0,256.541051046922,264.912190494932,7826368,2,2,8,0.0004224,0,218,0,"MLI",0,4,"Africa",90,0
"1355",1989,433,"SEN","Senegal","SN",686,"SEN","Western Africa","SEN",-1,-1,2,3,2,5,1,12,1,2,1,2,674.38950486746,691.475902609552,7285204,2,2,15,0.0006312,0,490,875,"SEN",0,1,"Africa",92,0
"1356",1989,434,"BEN","Benin","BJ",204,"BEN","Western Africa","BEN",-7,-7,0,7,2,5,1,9,2,2,2,0,310.632725810469,310.603955859789,4836240,3,3,5,0.0003156,0,250,750,"BEN",0,7,"Africa",15,0
"1357",1989,435,"MRT","Mauritania","MR",478,"MAA","Western Africa","MRT",-7,-7,0,7,2,4,0,4,1,1,1,0,498.416656777786,787.4288541889,1969295,3,4,16,0.0002323,0,163,625,"MRT",0,8,"Africa",100,0
"1358",1989,436,"NER","Niger","NE",562,"NIR","Western Africa","NER",-7,-7,0,7,2,7,0,5,2,1,1,0,289.849850697733,295.490473810515,7519642,2,2,4,0.0003728,0,182,0,"NER",0,0,"Africa",80,0
"1359",1989,437,"CIV","Ivory Coast","CI",384,"IVO","Western Africa","CIV",-9,-9,0,9,2,7,1,6,1,2,1,0,833.174492608059,914.895433373801,11711125,2,2,8,0.0009153,0,NA,0,"CIV",0,1,"Africa",60,0
"1360",1989,438,"GIN","Guinea","GN",324,"GUI","Western Africa","GIN",-7,-7,0,7,2,4,1,5,1,1,1,0,422.898306955592,463.121180762818,5750861,2,2,15,0.0003603,0,155,0,"GIN",0,2,"Africa",85,0
"1361",1989,439,"BFA","Burkina Faso","BF",854,"BFO","Western Africa","BFA",-7,-7,0,7,2,3,0,7,1,1,1,0,304.853272652455,307.993219296147,8579825,2,3,8,0.0004784,0,225,4000,"BFA",0,3,"Africa",50,0
"1362",1989,450,"LBR","Liberia","LR",430,"LBR","Western Africa","LBR",-6,-6,0,6,2,3,0,7,1,1,1,1,367.94261910756,466.276092199504,2137018,4,3,7,0.0001957,100,268,0,"LBR",0,3,"Africa",20,2
"1363",1989,451,"SLE","Sierra Leone","SL",694,"SIE","Western Africa","SLE",-7,-7,0,7,2,6,1,8,1,1,1,0,233.651558717838,303.447725747255,3993016,2,2,4,0.0002331,0,294,0,"SLE",0,3,"Africa",60,0
"1364",1989,452,"GHA","Ghana","GH",288,"GHA","Western Africa","GHA",-7,-7,0,7,2,5,0,4,2,2,2,0,368.984898194951,591.312716755725,14233006,2,2,16,0.0009204,0,541,0,"GHA",0,6,"Africa",30,0
"1365",1989,461,"TGO","Togo","TG",768,"TOG","Western Africa","TGO",-7,-7,0,7,2,6,1,5,1,2,2,0,367.172241108462,402.684434670462,3684782,2,2,6,0.0002305,0,281,0,"TGO",0,0,"Africa",10,0
"1366",1989,471,"CMR","Cameroon","CM",120,"CAO","Middle Africa","CMR",-8,-8,0,8,2,4,1,2,1,2,1,0,950.762210032064,864.453525836954,11716975,2,2,21,0.0008127,0,387,0,"CMR",0,2,"Africa",16,0
"1367",1989,475,"NGA","Nigeria","NG",566,"NIG","Western Africa","NGA",-5,-5,0,5,2,4,1,6,1,1,0,0,260.047556022024,332.901096668874,93179760,3,3,107,0.0058931,0,796,750,"NGA",1,11,"Africa",50,0
"1368",1989,481,"GAB","Gabon","GA",266,"GAB","Middle Africa","GAB",-9,-9,0,9,2,7,0,5,2,2,2,0,4543.95727999021,4864.94881321321,921314,2,1,10,0.0002167,0,218,0,"GAB",0,3,"Africa",0.5,0
"1369",1989,482,"CAF","Central African Republic","CF",140,"CEN","Middle Africa","CAF",-7,-7,0,7,2,6,0,3,1,1,1,0,432.714457908608,432.714457908609,2851604,2,2,5,0.0002127,0,NA,0,"CAF",0,0,"Africa",15,0
"1370",1989,483,"TCD","Chad","TD",148,"CHA","Middle Africa","TCD",-7,-7,0,7,2,1,0,6,1,2,1,0,248.70391701332,232.254998827949,5764631,3,3,33,0.0004818,800,126,6562,"TCD",0,6,"Africa",50,0
